,Processor,Graphics Card,Screen Size(inch),RAM(GB),SSD(GB),link,OS,HDD(GB),brand,Normal,price EG,store
0,NEW HP 2560P,vga wifi windows,2.6,4.0,128,https://www.ubuy.com.eg/en/product/4SUMCH0KE-new-listing-new-hp-2560p-i5-2540m-2-6ghz-4gb-128gb-ssd-displayport-vga-wifi-windows,1,0,NEW,1,5923.0,ubuy
1,AMD Ryzen 3,ryzen 3 - 8gb ,15.6,8.0,256,https://www.ubuy.com.eg/en/product/3IN7HY-hp-15-6-hd-amd-ryzen-3-8gb-ram-256gb-ssd-windows-10-laptop,1,0,HP,1,11200.0,ubuy
4,"""FHD Intel i5-11320H",intel i5-11320h iris xe,15.6,8.0,256,https://www.ubuy.com.eg/en/product/41GIH1KMG-new-listing-dell-inspiron-15-5510-laptop-15-6-fhd-intel-i5-11320h-iris-xe-256gb-ssd-8gb-ram,1,0,Dell,1,17311.0,ubuy
5, Gaming Laptop i7-11800H,rtx 3070,15.6,16.0,1000,https://www.ubuy.com.eg/en/product/4RLVHZKW8-new-listing-gigabyte-aorus-15-6-ips-240hz-gaming-laptop-intel-core-i7-11800h-16gb-ram-1tb-s,1,0,GIGABYTE,0,33421.0,ubuy
6, Gaming Core i7-11800H,rtx 3060 6gb,15.6,16.0,1000,https://www.ubuy.com.eg/en/product/4E6M0JUMC-new-listing-msi-crosshair-15-15-6-144hz-gaming-laptop-intel-core-i7-11800h-16gb-ram-1tb-ssd,1,0,MSI,0,29810.0,ubuy
10, AMD Ryzen 5 5500U,ryzen 5 5500u 256gb ,15.6,8.0,256,https://www.ubuy.com.eg/en/product/497P1C3X4-dell-inspiron-15-5515-laptop-15-6-fhd-touch-amd-ryzen-5-5500u-256gb-ssd-8gb-ram,1,0,Dell,1,16478.0,ubuy
14, 120Hz Ryzen 5-5600H,ryzen 5-5600h 8gb ,15.6,8.0,512,https://www.ubuy.com.eg/en/product/41IPN7E8M-lenovo-ideapad-gaming-3-15-6-120hz-amd-ryzen-5-5600h-8gb-ram-512gb-ssd-3050-ti,1,0,Lenovo,0,19255.0,ubuy
15, Gaming Core i7-11800H,rtx 3050,15.6,16.0,512,https://www.ubuy.com.eg/en/product/4E6JKU3C0-new-listing-msi-crosshair-15-15-6-inch-gaming-laptop-i7-nvidia-geforce-rtx-3050-16gb-512,1,0,MSI,0,22311.0,ubuy
16,AMD Ryzen 5,ryzen 5 pro 4650u,14.0,16.0,512,https://www.ubuy.com.eg/en/product/4LQPV5HR4-new-listing-lenovo-thinkpad-l14-amd-laptop-14-0-fhd-ips-250-nits-ryzen-5-pro-4650u-16gb,1,0,Lenovo,1,18006.0,ubuy
17,AMD Ryzen? 7 3700U Processor with Radeon? RX Vega 10 Graphics,radeon rx vega 10 graph,15.6,8.0,512,https://www.ubuy.com.eg/en/product/4FI4IMVN2-gateway-15-6-ultra-slim-notebook-fhd-amd-ryzen-7-3700u-with-radeon-rx-vega-10-graphics-512gb-ssd-8gb-memory-tuned-by-thx-audio,2,512,Gateway,1,8813.0,ubuy
18,AMD Ryzen? 7 3700U Processor with Radeon? RX Vega 10 Graphics,radeon rx vega 10 graph,15.6,8.0,512,https://www.ubuy.com.eg/en/product/4FI4IMVN2-gateway-15-6-ultra-slim-notebook-fhd-amd-ryzen-7-3700u-with-radeon-rx-vega-10-graphics-512gb-ssd-8gb-memory-tuned-by-thx-audio,2,512,Gateway,1,8813.0,ubuy
19,Intel® Celeron® Processor N4000,intel uhd graphics 600 ,15.6,4.0,64,https://www.ubuy.com.eg/en/product/3CXGR4-samsung-chromebook-4-15-6-intel-celeron-processor-n4000-4gb-ram-64gb-emmc-intel-uhd-graphics-600-xe3,1,64,SAMSUNG,1,5446.0,ubuy
20,Intel Core i5-11300H,intel iris xe graphics,14,8.0,256,https://www.ubuy.com.eg/en/product/42SR270ZK-asus-vivobook-14-oled-k3400-thin-light-laptop-14-wqxga-oled-display-intel-core-i5-11300h-intel-iris-xe-graphics-8gb-ram-256gb-ssd-windows-10,2,256,ASUS,1,13186.0,ubuy
21,Intel Core i5-11400H Processor,geforce rtx 3050ti lapt,15.6,16.0,512,https://www.ubuy.com.eg/en/product/40VD4P5TU-acer-nitro-5-15-6-full-hd-ips-144hz-display-11th-gen-intel-core-i5-11400h-nvidia-geforce-rtx-3050ti-laptop-gpu-16gb-ddr4-512gb-nvme-ssd-black,2,512,Acer,1,27283.0,ubuy
22,",Intel Core i9 12900H",rtx 3070 ti,15.6,16.0,1000,https://www.ubuy.com.eg/en/product/4LZ5D8ZLE-asus-rog-strix-scar-15-2022-gaming-laptop-15-6-300hz-ips-fhd-display-nvidia-geforce-rtx-3070-ti-intel-core-i9-12900h-16gb-ddr5-1tb-ssd,1,0,ASUS,0,43438.0,ubuy
23,Intel Celeron N4020,intel uhd graphics 600,11,4.0,64,https://www.ubuy.com.eg/en/product/3ZW0QI108-hp-stream-11-laptop-intel-celeron-n4020-4-gb-ram-64-gb-storage-11-6-hd-anti-glare-display-windows-11-long-battery-life-thin-portable,1,0,HP,1,5376.0,ubuy
24, Intel Core i7-11370H,geforce rtx 3050 ti,15.6,8.0,512,https://www.ubuy.com.eg/en/product/1AEMYMNXI-asus-tuf-dash-15-2021-ultra-slim-gaming-laptop-15-6-144hz-fhd-geforce-rtx-3050-ti-intel-core-i7-11370h-8gb-ddr4-512gb-pcie-nvme-ssd-wi-fi,1,0,ASUS,0,20178.0,ubuy
26,144Hz FHD 1080p,geforce rtx 3060,15.6,16.0,512,https://www.ubuy.com.eg/en/product/MMLCDXJE-msi-stealth-15m-15-6-fhd-144hz-thin-bezel-gaming-laptop-intel-core-i7-11375h-rtx3060-16gb-512gb-nvme,1,0,MSI,0,23329.0,ubuy
27, Intel Core i7-1195G7,intel iris xe graphics,13.4,32.0,2000,https://www.ubuy.com.eg/en/product/3VTN06AZS-dell-xps-13-9310-touchscreen-13-4-inch-fhd-thin-and-light-laptop-intel-core-i7-1195g7-16gb-lpddr4x-ram-512gb-ssd-intel-iris-xe-graphics-windows,2,0,Dell,1,67756.0,ubuy
28, Intel Core i7-1195G7,intel iris xe graphics,13.4,32.0,2000,https://www.ubuy.com.eg/en/product/3VTN06AZS-dell-xps-13-9310-touchscreen-13-4-inch-fhd-thin-and-light-laptop-intel-core-i7-1195g7-16gb-lpddr4x-ram-512gb-ssd-intel-iris-xe-graphics-windows,2,0,Dell,1,67756.0,ubuy
29, Intel Core i7-1165G7,intel iris xe graphics,13.4,16.0,512,https://www.ubuy.com.eg/en/product/3VTN06AZS-dell-xps-13-9310-touchscreen-13-4-inch-fhd-thin-and-light-laptop-intel-core-i7-1195g7-16gb-lpddr4x-ram-512gb-ssd-intel-iris-xe-graphics-windows,2,0,Dell,1,35982.0,ubuy
30, Intel Core i7-1195G7,intel iris xe graphics,13.4,16.0,2000,https://www.ubuy.com.eg/en/product/3VTN06AZS-dell-xps-13-9310-touchscreen-13-4-inch-fhd-thin-and-light-laptop-intel-core-i7-1195g7-16gb-lpddr4x-ram-512gb-ssd-intel-iris-xe-graphics-windows,2,0,Dell,1,67756.0,ubuy
31, Intel Core i7-1195G7,intel iris xe graphics,13.4,32.0,2000,https://www.ubuy.com.eg/en/product/3VTN06AZS-dell-xps-13-9310-touchscreen-13-4-inch-fhd-thin-and-light-laptop-intel-core-i7-1195g7-16gb-lpddr4x-ram-512gb-ssd-intel-iris-xe-graphics-windows,2,0,Dell,1,67756.0,ubuy
32, Intel Core i7-1195G7,intel iris xe graphics,13.4,32.0,2000,https://www.ubuy.com.eg/en/product/3VTN06AZS-dell-xps-13-9310-touchscreen-13-4-inch-fhd-thin-and-light-laptop-intel-core-i7-1195g7-16gb-lpddr4x-ram-512gb-ssd-intel-iris-xe-graphics-windows,2,0,Dell,1,67756.0,ubuy
33, Intel Core i7-1195G7,intel iris xe graphics,13.4,16.0,512,https://www.ubuy.com.eg/en/product/3VTN06AZS-dell-xps-13-9310-touchscreen-13-4-inch-fhd-thin-and-light-laptop-intel-core-i7-1195g7-16gb-lpddr4x-ram-512gb-ssd-intel-iris-xe-graphics-windows,2,0,Dell,1,33923.0,ubuy
34, Intel Core i7-1195G7,intel iris xe graphics,13.4,16.0,2000,https://www.ubuy.com.eg/en/product/3VTN06AZS-dell-xps-13-9310-touchscreen-13-4-inch-fhd-thin-and-light-laptop-intel-core-i7-1195g7-16gb-lpddr4x-ram-512gb-ssd-intel-iris-xe-graphics-windows,2,0,Dell,1,67756.0,ubuy
35, Intel Core i5-1135G7,intel iris xe graphics ,15.6,8.0,256,https://www.ubuy.com.eg/en/product/7YLWWZT2-acer-aspire-5-a515-56-36ut-15-6-full-hd-display-11th-gen-intel-core-i3-1115g4-processor-4gb-ddr4-128,1,0,Acer,1,12545.0,ubuy
36, Intel Core i7-1165G7,intel iris xe graphics ,15.6,16.0,512,https://www.ubuy.com.eg/en/product/7YLWWZT2-acer-aspire-5-a515-56-36ut-15-6-full-hd-display-11th-gen-intel-core-i3-1115g4-processor-4gb-ddr4-128,1,0,Acer,1,18698.0,ubuy
37,144Hz FHD 1080p,geforce rtx 3070,15.6,16.0,512,https://www.ubuy.com.eg/en/product/1AFZJLC00-msi-gl66-gaming-laptop-15-6-144hz-fhd-1080p-display-intel-core-i7-11800h-nvidia-geforce-rtx-3070-16gb-512gb-ssd-win10-black-11ugk-001,1,0,MSI,0,27156.0,ubuy
38, AMD Ryzen 5 5600H,geforce gtx 1650,15.6,8.0,256,https://www.ubuy.com.eg/en/product/4DLCEBYIC-lenovo-legion-5-gaming-laptop-15-6-fhd-1920-x-1080-display-amd-ryzen-7-5800h-processor-16gb-ddr4-ram-512gb-ssd-storage-nvidia-geforce-rtx,1,0,Lenovo,0,14469.0,ubuy
39, Intel Core i5-12500H,geforce rtx 3050 graphi,15.6,8.0,2,https://www.ubuy.com.eg/en/product/4DLCEBYIC-lenovo-legion-5-gaming-laptop-15-6-fhd-1920-x-1080-display-amd-ryzen-7-5800h-processor-16gb-ddr4-ram-512gb-ssd-storage-nvidia-geforce-rtx,1,0,Lenovo,0,21235.0,ubuy
40, AMD Ryzen 7 5800H,geforce rtx 3050ti,15.6,16.0,512,https://www.ubuy.com.eg/en/product/4DLCEBYIC-lenovo-legion-5-gaming-laptop-15-6-fhd-1920-x-1080-display-amd-ryzen-7-5800h-processor-16gb-ddr4-ram-512gb-ssd-storage-nvidia-geforce-rtx,1,0,Lenovo,0,20178.0,ubuy
41, AMD Ryzen 5 5500U,ryzen 5 5500u,14.0,16.0,256,https://www.ubuy.com.eg/en/product/47AJPTC7G-lenovo-flex-5-laptop-14-0-fhd-1920-x-1080-touch-display-amd-ryzen-5-5500u-processor-16gb-ddr4-ram-256gb-nvme-ssd-storage-amd-radeon,1,0,Lenovo,1,12354.0,ubuy
43, Intel Core i5-1135G7,intel iris xe graphics,15,8.0,256,https://www.ubuy.com.eg/en/product/3VU2VFT0O-hp-15-inch-laptop-11th-generation-intel-core-i5-1135g7-intel-iris-xe-graphics-8-gb-ram-256-gb-ssd-windows-11-home-15-dy2024nr-natural-silver,1,0,HP,1,11191.0,ubuy
47, AMD Ryzen 5 5500U,ryzen 5 5500u,14.0,8.0,256,https://www.ubuy.com.eg/en/product/1MVAV21KW-lenovo-ideapad-3-14-14-0-laptop-14-0-fhd-1920-x-1080-display-amd-ryzen-5-5500u-8gb-ddr4-ram-256-ssd-storage-amd-radeon-7-graphics,1,0,Lenovo,1,9288.0,ubuy
50, AMD Ryzen 5 5500U,ryzen 5 5500u,15.6,8.0,512,https://www.ubuy.com.eg/en/product/1MVAV21KW-lenovo-ideapad-3-14-14-0-laptop-14-0-fhd-1920-x-1080-display-amd-ryzen-5-5500u-8gb-ddr4-ram-256-ssd-storage-amd-radeon-7-graphics,1,0,Lenovo,1,11297.0,ubuy
52, AMD Ryzen 5 5500U,ryzen 5 5500u,17.3,8.0,512,https://www.ubuy.com.eg/en/product/1MVAV21KW-lenovo-ideapad-3-14-14-0-laptop-14-0-fhd-1920-x-1080-display-amd-ryzen-5-5500u-8gb-ddr4-ram-256-ssd-storage-amd-radeon-7-graphics,1,0,Lenovo,1,10663.0,ubuy
55, AMD Ryzen 3 3200U,ryzen 3 3200u,15.6,4.0,128,https://www.ubuy.com.eg/en/product/48KZWTRY2-acer-aspire-5-a515-46-r3ub-15-6-full-hd-ips-display-amd-ryzen-3-3350u-quad-core-mobile-processor-4gb-ddr4-128gb-nvme-ssd-wifi-6,1,0,Acer,1,8362.0,ubuy
56, AMD Ryzen 3 3200U,ryzen 3 3200u,15.6,4.0,128,https://www.ubuy.com.eg/en/product/48KZWTRY2-acer-aspire-5-a515-46-r3ub-15-6-full-hd-ips-display-amd-ryzen-3-3350u-quad-core-mobile-processor-4gb-ddr4-128gb-nvme-ssd-wifi-6,1,0,Acer,1,8362.0,ubuy
58, AMD Ryzen 3 3350U,ryzen 3 3350u quad-core,15.6,4.0,128,https://www.ubuy.com.eg/en/product/48KZWTRY2-acer-aspire-5-a515-46-r3ub-15-6-full-hd-ips-display-amd-ryzen-3-3350u-quad-core-mobile-processor-4gb-ddr4-128gb-nvme-ssd-wifi-6,1,0,Acer,1,7914.0,ubuy
60, AMD Ryzen 5 5500U,ryzen 5 5500u hexa-core,15.6,8.0,256,https://www.ubuy.com.eg/en/product/48KZWTRY2-acer-aspire-5-a515-46-r3ub-15-6-full-hd-ips-display-amd-ryzen-3-3350u-quad-core-mobile-processor-4gb-ddr4-128gb-nvme-ssd-wifi-6,1,0,Acer,1,10589.0,ubuy
62, AMD Ryzen 7 3700U,ryzen 7 3700u quad-core,15.6,8.0,256,https://www.ubuy.com.eg/en/product/48KZWTRY2-acer-aspire-5-a515-46-r3ub-15-6-full-hd-ips-display-amd-ryzen-3-3350u-quad-core-mobile-processor-4gb-ddr4-128gb-nvme-ssd-wifi-6,1,0,Acer,1,13835.0,ubuy
64, AMD Ryzen 7 5700U,ryzen 7 5700u octa-core,15.6,8.0,512,https://www.ubuy.com.eg/en/product/48KZWTRY2-acer-aspire-5-a515-46-r3ub-15-6-full-hd-ips-display-amd-ryzen-3-3350u-quad-core-mobile-processor-4gb-ddr4-128gb-nvme-ssd-wifi-6,1,0,Acer,1,15949.0,ubuy
65,Intel i7-11800H,geforce rtx 3060 laptop,15.6,16.0,512,https://www.ubuy.com.eg/en/product/1GEG202F8-acer-predator-helios-300-ph315-54-760s-gaming-laptop-intel-i7-11800h-nvidia-geforce-rtx-3060-laptop-gpu-15-6-full-hd-144hz-3ms-ips-display,1,0,Acer,0,22716.0,ubuy
66, Intel Core i5-9300H,geforce gtx 1650,15.6,8.0,256,https://www.ubuy.com.eg/en/product/1BPPP7UXS-acer-nitro-5-an515-55-53e5-gaming-laptop-intel-core-i5-10300h-nvidia-geforce-rtx-3050-laptop-gpu-15-6-fhd-144hz-ips-display-8gb-ddr4,1,0,Acer,0,15992.0,ubuy
70, Intel Core i5-10300H,geforce rtx 3050 laptop,15.6,8.0,256,https://www.ubuy.com.eg/en/product/1BPPP7UXS-acer-nitro-5-an515-55-53e5-gaming-laptop-intel-core-i5-10300h-nvidia-geforce-rtx-3050-laptop-gpu-15-6-fhd-144hz-ips-display-8gb-ddr4,1,0,Acer,0,14046.0,ubuy
74, Intel Core i7-11800H,geforce rtx 3050ti lapt,17.3,16.0,1000,https://www.ubuy.com.eg/en/product/1BPPP7UXS-acer-nitro-5-an515-55-53e5-gaming-laptop-intel-core-i5-10300h-nvidia-geforce-rtx-3050-laptop-gpu-15-6-fhd-144hz-ips-display-8gb-ddr4,1,0,Acer,0,29250.0,ubuy
76, Intel Core i5-9300H,geforce gtx 1650,15.6,8.0,256,https://www.ubuy.com.eg/en/product/1BPPP7UXS-acer-nitro-5-an515-55-53e5-gaming-laptop-intel-core-i5-10300h-nvidia-geforce-rtx-3050-laptop-gpu-15-6-fhd-144hz-ips-display-8gb-ddr4,1,0,Acer,0,15992.0,ubuy
78, Intel Core i7-11800H,geforce rtx 3050ti lapt,17.3,16.0,1000,https://www.ubuy.com.eg/en/product/1BPPP7UXS-acer-nitro-5-an515-55-53e5-gaming-laptop-intel-core-i5-10300h-nvidia-geforce-rtx-3050-laptop-gpu-15-6-fhd-144hz-ips-display-8gb-ddr4,1,0,Acer,0,25042.0,ubuy
81, Intel Core i5-9300H,geforce gtx 1650,15.6,8.0,256,https://www.ubuy.com.eg/en/product/1BPPP7UXS-acer-nitro-5-an515-55-53e5-gaming-laptop-intel-core-i5-10300h-nvidia-geforce-rtx-3050-laptop-gpu-15-6-fhd-144hz-ips-display-8gb-ddr4,1,0,Acer,0,15992.0,ubuy
82,AMD Ryzen 3,radeon vega 3 graphics,14,8.0,256,https://www.ubuy.com.eg/en/product/1RXPNIY-asus-vivobook-14-ryzen-3-8-256-laptop-slate-grey-f412da-ws33,2,256,ASUS,1,8157.0,ubuy
83,AMD Ryzen 5 5500U,ryzen 5 5500u,15.6,8.0,256,https://www.ubuy.com.eg/en/product/112VK7GW-lenovo-ideapad-3-15-15-6-amd-ryzen-5-5500u-8gb-256gb-nvme-tlc-ssd-amd-radeon-7-graphics-windows-10-h,2,256,Lenovo,1,11785.0,ubuy
84,AMD Ryzen 5 5500U,ryzen 5 5500u,15.6,8.0,256,https://www.ubuy.com.eg/en/product/112VK7GW-lenovo-ideapad-3-15-15-6-amd-ryzen-5-5500u-8gb-256gb-nvme-tlc-ssd-amd-radeon-7-graphics-windows-10-h,2,256,Lenovo,1,11633.0,ubuy
85,AMD Ryzen 5 5500U,ryzen 5 5500u,15.6,8.0,256,https://www.ubuy.com.eg/en/product/112VK7GW-lenovo-ideapad-3-15-15-6-amd-ryzen-5-5500u-8gb-256gb-nvme-tlc-ssd-amd-radeon-7-graphics-windows-10-h,2,256,Lenovo,1,12727.0,ubuy
86,"AMD Ryzen 3200U, AMD Ryzen",ryzen 3 4gb/128gb lapto,14,4.0,0,https://www.ubuy.com.eg/en/product/3CXEAG-hp-14-14-micro-edge-laptop-computer-amd-ryzen-3-3200u-up-to-3-5ghz-beats-i5-7200u-4gb-ddr4-ram-256gb,2,128000,HP,1,9163.0,ubuy
87,Intel Celeron,intel hd graphics 500 -,15.6,3.0,0,https://www.ubuy.com.eg/en/product/46DL9Z5OU-core-innovations-clt1564sl-15-6-laptop-with-windows-10-s-intel-celeron-3gb-ram-64gb-flash-storage-silver,2,64,Core,1,4003.0,ubuy
88,Intel Celeron,intel hd graphics 500 -,15.6,3.0,0,https://www.ubuy.com.eg/en/product/46DL9Z5OU-core-innovations-clt1564sl-15-6-laptop-with-windows-10-s-intel-celeron-3gb-ram-64gb-flash-storage-silver,2,64,Core,1,4003.0,ubuy
89,AMD Ryzen 5,ryzen 5-5500u,15,8.0,512,https://www.ubuy.com.eg/en/product/3UXE25T2I-hp-pav-15-blue-r5,2,512,HP,1,12093.0,ubuy
90,AMD Ryzen,ryzen 5 8gb/256gb lapto,15.6,8.0,0,https://www.ubuy.com.eg/en/product/3E9B9U-hp-15-6-ryzen-5-8gb-256gb-laptop-rose-gold,2,256,HP,1,12551.0,ubuy
91,AMD Ryzen 7 5700U • 8-Core,ryzen 7-5700u,15,8.0,512,https://www.ubuy.com.eg/en/product/1J8QMKD1S-hp-pavilion-15-ryzen-7-8gb-512gb-horizon-blue,2,512,HP,1,14060.0,ubuy
92,Intel® Core™ i5-10300H,geforce gtx 1650 maxq,15.6,8.0,256,https://www.ubuy.com.eg/en/product/2I1LVV4-msi-gf63-thin-i5-gtx-1650-maxq-8gb-256gb-gaming-laptop-15-6-fhd-display-intel-core-i5-10300h-nvidia,2,256,MSI,0,14126.0,ubuy
93, Intel Core i7-11800H,rtx 3060,15.6,16.0,1000,https://www.ubuy.com.eg/en/product/1IA8XID6U-asus-tuf-gaming-f17-gaming-laptop-17-3-144hz-full-hd-ips-type-intel-core-i7-11800h-processor-geforce-rtx-3060-16gb-ddr4-1tb-pcie-ssd-gigabit,1,0,ASUS,0,29461.0,ubuy
94, Intel Core i7-11800H,rtx 3060,17.3,16.0,1000,https://www.ubuy.com.eg/en/product/1IA8XID6U-asus-tuf-gaming-f17-gaming-laptop-17-3-144hz-full-hd-ips-type-intel-core-i7-11800h-processor-geforce-rtx-3060-16gb-ddr4-1tb-pcie-ssd-gigabit,1,0,ASUS,0,30730.0,ubuy
95, Intel Core i7-12700H,rtx 3060,15.6,16.0,1000,https://www.ubuy.com.eg/en/product/1IA8XID6U-asus-tuf-gaming-f17-gaming-laptop-17-3-144hz-full-hd-ips-type-intel-core-i7-11800h-processor-geforce-rtx-3060-16gb-ddr4-1tb-pcie-ssd-gigabit,1,0,ASUS,0,31808.0,ubuy
96, Intel Core i7-11800H,rtx 3060,15.6,16.0,1000,https://www.ubuy.com.eg/en/product/1IA8XID6U-asus-tuf-gaming-f17-gaming-laptop-17-3-144hz-full-hd-ips-type-intel-core-i7-11800h-processor-geforce-rtx-3060-16gb-ddr4-1tb-pcie-ssd-gigabit,1,0,ASUS,0,29461.0,ubuy
97, Intel Core i7-12700H,rtx 3060,15.6,16.0,1000,https://www.ubuy.com.eg/en/product/1IA8XID6U-asus-tuf-gaming-f17-gaming-laptop-17-3-144hz-full-hd-ips-type-intel-core-i7-11800h-processor-geforce-rtx-3060-16gb-ddr4-1tb-pcie-ssd-gigabit,1,0,ASUS,0,31808.0,ubuy
98, Intel Core i7-12700H,rtx 3060,15.6,16.0,1000,https://www.ubuy.com.eg/en/product/1IA8XID6U-asus-tuf-gaming-f17-gaming-laptop-17-3-144hz-full-hd-ips-type-intel-core-i7-11800h-processor-geforce-rtx-3060-16gb-ddr4-1tb-pcie-ssd-gigabit,1,0,ASUS,0,31808.0,ubuy
99, AMD Ryzen 7 5800H,geforce rtx 3060 laptop,15.6,16.0,512,https://www.ubuy.com.eg/en/product/1O6XJ6NDS-acer-nitro-5-an515-45-r92m-gaming-laptop-amd-ryzen-7-5800h-8-core-nvidia-geforce-rtx-3060-laptop-gpu-15-6-fhd-144hz-ips-display-16gb,1,0,Acer,0,22398.0,ubuy
100, Intel Core i5-1135G7,intel iris xe graphics,14,8.0,256,https://www.ubuy.com.eg/en/product/46EODJF52-hp-pavilion-x360-convertible-14-inch-laptop-11th-generation-intel-core-i5-1135g7-processor-intel-iris-xe-graphics-8gb-ram-256-gb-ssd-windows-11,1,0,HP,1,14446.0,ubuy
101, Intel Core i5-1135G7,intel iris xe graphics,17.3,8.0,512,https://www.ubuy.com.eg/en/product/42G9FBTF4-hp-pavilion-17-3-inch-ips-fhd-laptop-2022-model-intel-core-i5-1135g7-beats-i7-1065g7-intel-iris-xe-graphics-16gb-ram-1tb-pcie-ssd-backlit,1,0,HP,1,14448.0,ubuy
102, Intel Core i5-1135G7,intel iris xe graphics,17.3,16.0,1000,https://www.ubuy.com.eg/en/product/42G9FBTF4-hp-pavilion-17-3-inch-ips-fhd-laptop-2022-model-intel-core-i5-1135g7-beats-i7-1065g7-intel-iris-xe-graphics-16gb-ram-1tb-pcie-ssd-backlit,1,0,HP,1,16351.0,ubuy
103, Intel Core i5-1135G7,intel iris xe graphics,17.3,16.0,2000,https://www.ubuy.com.eg/en/product/42G9FBTF4-hp-pavilion-17-3-inch-ips-fhd-laptop-2022-model-intel-core-i5-1135g7-beats-i7-1065g7-intel-iris-xe-graphics-16gb-ram-1tb-pcie-ssd-backlit,1,0,HP,1,21215.0,ubuy
104, Intel Core i5-1135G7,intel iris xe graphics,17.3,16.0,512,https://www.ubuy.com.eg/en/product/42G9FBTF4-hp-pavilion-17-3-inch-ips-fhd-laptop-2022-model-intel-core-i5-1135g7-beats-i7-1065g7-intel-iris-xe-graphics-16gb-ram-1tb-pcie-ssd-backlit,1,0,HP,1,16985.0,ubuy
105, Intel Core i5-1135G7,intel iris xe graphics,17.3,32.0,1000,https://www.ubuy.com.eg/en/product/42G9FBTF4-hp-pavilion-17-3-inch-ips-fhd-laptop-2022-model-intel-core-i5-1135g7-beats-i7-1065g7-intel-iris-xe-graphics-16gb-ram-1tb-pcie-ssd-backlit,1,0,HP,1,18043.0,ubuy
106, Intel Core i5-1135G7,intel iris xe graphics,17.3,32.0,2000,https://www.ubuy.com.eg/en/product/42G9FBTF4-hp-pavilion-17-3-inch-ips-fhd-laptop-2022-model-intel-core-i5-1135g7-beats-i7-1065g7-intel-iris-xe-graphics-16gb-ram-1tb-pcie-ssd-backlit,1,0,HP,1,22906.0,ubuy
107, Intel Core i5-1135G7,intel iris xe graphics,17.3,64.0,1000,https://www.ubuy.com.eg/en/product/42G9FBTF4-hp-pavilion-17-3-inch-ips-fhd-laptop-2022-model-intel-core-i5-1135g7-beats-i7-1065g7-intel-iris-xe-graphics-16gb-ram-1tb-pcie-ssd-backlit,1,0,HP,1,21215.0,ubuy
108, Intel Core i5-1135G7,intel iris xe graphics,17.3,64.0,2000,https://www.ubuy.com.eg/en/product/42G9FBTF4-hp-pavilion-17-3-inch-ips-fhd-laptop-2022-model-intel-core-i5-1135g7-beats-i7-1065g7-intel-iris-xe-graphics-16gb-ram-1tb-pcie-ssd-backlit,1,0,HP,1,24809.0,ubuy
109,Intel Core i5,geforce rtx 3050 laptop,15.6,4.0,512,https://www.ubuy.com.eg/en/product/4EX4DJNU4-gigabyte-g5-gd-15-6-fhd-ips-anti-glare-144hz-intel-core-i5-nvidia-geforce-rtx-3050-laptop-gpu-4gb-gddr6-16gb-memory-512gb-ssd-win11-home,1,0,GIGABYTE,0,19489.0,ubuy
110,Intel Core i5,geforce rtx 3050 laptop,15.6,4.0,512,https://www.ubuy.com.eg/en/product/4EX4DJNU4-gigabyte-g5-gd-15-6-fhd-ips-anti-glare-144hz-intel-core-i5-nvidia-geforce-rtx-3050-laptop-gpu-4gb-gddr6-16gb-memory-512gb-ssd-win11-home,1,0,GIGABYTE,0,19713.0,ubuy
111, Intel Core i5-10500H,geforce rtx 3060 laptop,15.6,8.0,512,https://www.ubuy.com.eg/en/product/4EX4DJNU4-gigabyte-g5-gd-15-6-fhd-ips-anti-glare-144hz-intel-core-i5-nvidia-geforce-rtx-3050-laptop-gpu-4gb-gddr6-16gb-memory-512gb-ssd-win11-home,1,0,GIGABYTE,0,25444.0,ubuy
112, Intel Core i5-11400H,geforce rtx 3060 laptop,15.6,6.0,512,https://www.ubuy.com.eg/en/product/4EX4DJNU4-gigabyte-g5-gd-15-6-fhd-ips-anti-glare-144hz-intel-core-i5-nvidia-geforce-rtx-3050-laptop-gpu-4gb-gddr6-16gb-memory-512gb-ssd-win11-home,1,0,GIGABYTE,0,20157.0,ubuy
113, AMD Ryzen 9 5900HX,geforce rtx 3080,14,16.0,1000,https://www.ubuy.com.eg/en/product/1AEO37YDC-razer-blade-14-gaming-laptop-amd-ryzen-9-5900hx-8-core-nvidia-geforce-rtx-3080-14-qhd-165hz-16gb-ram-1tb-ssd-cnc-aluminum-chroma-rgb,1,0,Razer,0,50839.0,ubuy
114,Intel Celeron N4020,intel uhd graphics 600,14.0,4.0,64,https://www.ubuy.com.eg/en/product/3MPHMABSI-lenovo-ideapad-1-14-14-0-laptop-14-0-hd-1366-x-768-display-intel-celeron-n4020-processor-4gb-ddr4-ram-64gb-emmc-storage-intel-uhd,1,0,Lenovo,1,4953.0,ubuy
116, AMD Ryzen 5 5500U,ryzen 5 5500u,14,8.0,256,https://www.ubuy.com.eg/en/product/40UQR9FF4-hp-14-laptop-amd-ryzen-5-5500u-amd-radeon-graphics-8-gb-ram-256-gb-ssd-windows-11-home-14-fq1025nr-natural-silver,1,0,HP,1,10582.0,ubuy
117,Intel Celeron N4020,intel uhd graphics 600,11.6,4.0,64,https://www.ubuy.com.eg/en/product/1AEO0WYPS-lenovo-ideapad-3-11-chromebook-11-6-laptop-11-6-hd-1366-x-768-display-intel-celeron-n4020-processor-4gb-lpddr4-ram-64gb-emmc,1,0,Lenovo,1,2966.0,ubuy
