,Graphics Card,Processor,Screen Size(inch),brand,HDD(GB),SSD(GB),link,RAM(GB),OS,Normal,price EG,store
1001,quadro p1000 4gbbe the , Hexa-Core i7-8850H,15.6,Visit,1000.0,1000500.0,https://www.newegg.com/black-lenovo-p52-thinkpad/p/1TS-000E-0B2S1,32.0,2,1,56708.821698029795,New Egg
1002,intel uhd graphics 6201, Quad-Core i5-8250U,17.3,Visit,0.0,4000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HT8,16.0,2,1,37744.446375716834,New Egg
1003,intel uhd graphics 6205, Quad-Core i5-8250U,17.3,Visit,0.0,4000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HT4,16.0,2,1,36823.84563191524,New Egg
1004,nan, Intel Core i7-7500U,14.0,Visit,0.0,128.0,https://www.newegg.com/p/1TS-000E-07T64,8.0,2,1,25776.636706296038,New Egg
1005,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,0.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BYG1,16.0,2,1,51921.69783026147,New Egg
1006,quadro p4000 8gb gpu, Intel Xeon E3-1535M,17.3,Visit,0.0,4000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNN4,16.0,2,1,95189.93278893667,New Egg
1007,nan,i7-6600U,15.6,Visit,0.0,2000.0,https://www.newegg.com/p/1TS-000E-0FST3,16.0,2,1,33141.44265670884,New Egg
1008,intel i7,Intel i7-7700H,17.3,Visit,1000.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BKU9,64.0,2,1,74991.95246992957,New Egg
1009,quadro p3000 6gb gpu,Xeon E3-1535M,17.3,Visit,500.0,0.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BV42,16.0,2,1,62490.19436910385,New Egg
1010,quadro p3000 6gb gpu,Xeon E3-1505M,17.3,Visit,0.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BUW3,16.0,2,1,56727.23371290583,New Egg
1011,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,0.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BYH4,32.0,2,1,57684.65848645949,New Egg
1012,quadro p4000 8gb gpu, Intel Xeon E3-1535M,17.3,Visit,0.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BR81,32.0,2,1,84603.02423521827,New Egg
1013,geforce gt650m discrete,Core i7-3630Q,8.1,Visit,0.0,2000.0,https://www.newegg.com/p/1TS-000E-0D778,8.0,2,0,23935.43521869284,New Egg
1014,quadro p3000 6gb, Intel Xeon E3-1535M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BND9,16.0,2,1,60575.344821996514,New Egg
1015,intel uhd graphics 6202, Quad-Core i5-8250U,17.3,Visit,2000.0,2000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HA7,8.0,1,1,28538.43893770084,New Egg
1016,quadro m2200m 4gbbe the, Intel Xeon E3-1505M,15.6,Visit,1000.0,2000.0,https://www.newegg.com/black-lenovo-p51-thinkpad-workstation/p/1TS-000E-06ZZ2,64.0,2,1,60759.46497075684,New Egg
1017,quadro p4000 8gb,Xeon E3-1535M,17.3,Visit,1000.0,500.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTZ4,8.0,2,1,74034.52769637591,New Egg
1018,nan,Core i7-4600U,12.5,Visit,0.0,256.0,https://www.newegg.com/black-lenovo-x-series-x240/p/1TS-000E-0CY65,8.0,2,1,23291.01469803172,New Egg
1019,geforce gt650m discrete,Core i7-3630Q,15.6,Visit,0.0,2000.0,https://www.newegg.com/p/1TS-000E-0D797,16.0,2,0,23935.43521869284,New Egg
1020,intel hd graphics 520ul,Intel i7-6600U,14.0,Visit,0.0,512.0,https://www.newegg.com/p/1TS-000E-059T2,16.0,2,1,29459.03968150244,New Egg
1021,intel uhd graphics 6201, Quad-Core i5-8250U,17.3,Visit,0.0,4000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HV6,32.0,1,1,39585.64786332004,New Egg
1022,quadro m2200m 4gb,Intel E3-1535M,15.6,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p51-thinkpad-workstation/p/1TS-000E-06ZT6,64.0,2,1,66632.89771621104,New Egg
1023,quadro p4000 8gb gpu,Xeon E3-1535M,17.3,Visit,0.0,4000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BVK5,16.0,2,1,100952.89344513469,New Egg
1024,intel uhd graphics 6202, Quad-Core i5-8250U,17.3,Visit,0.0,1000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HF6,16.0,2,1,26697.23745009764,New Egg
1025,nan, Intel Core i7-7600U,14.0,Visit,0.0,256.0,https://www.newegg.com/p/1TS-000E-07F44,16.0,2,1,33141.07441641132,New Egg
1026,quadro p3000 6gb, Intel Xeon E3-1535M,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BR53,64.0,2,1,82688.17468811094,New Egg
1027,intel uhd graphics 6205, Quad-Core i5-8250U,17.3,Visit,0.0,2000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HM6,16.0,2,1,29459.03968150244,New Egg
1028,intel uhd graphics 6205, Quad-Core i5-8250U,17.3,Visit,0.0,2000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HP2,32.0,2,1,31300.24116910564,New Egg
1029,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BSF0,16.0,2,1,53836.547377368806,New Egg
1030,nan,i7-6600U,15.6,Visit,0.0,1000.0,https://www.newegg.com/p/1TS-000E-0FST0,8.0,2,1,30379.64042530404,New Egg
1031,quadro p4000 8gb,Xeon E3-1535M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BU12,64.0,2,1,85560.44900877195,New Egg
1032,quadro p4000 8gb gpu,Xeon E3-1535M,17.3,Visit,0.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTY8,64.0,2,1,90365.98489141629,New Egg
1033,nan,Core i7-4600U,8.1,Visit,0.0,256.0,https://www.newegg.com/black-lenovo-x-series-x240/p/1TS-000E-0CY64,8.0,2,1,23291.01469803172,New Egg
1034,quadro p4000 8gb,Xeon E3-1535M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BU14,64.0,2,1,87493.7105707553,New Egg
1035,quadro m520m,Core i7-7600U,15.6,Visit,500.0,0.0,https://www.newegg.com/black-lenovo-p51s-thinkpad-workstation/p/1TS-000E-0CZ51,32.0,2,1,44556.89187984868,New Egg
1036,quadro p3000 6gbbe the , Intel Xeon E3-1505M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BY89,32.0,2,1,59599.50803356682,New Egg
1037,intel i7,Intel i7-7700H,17.3,Visit,0.0,500.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BKM7,64.0,2,1,49988.436268278114,New Egg
1038,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,1000.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0DEU5,64.0,2,1,94214.09600050698,New Egg
1039,nan,Core i7-4600U,8.1,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-x-series-x240/p/1TS-000E-0CY70,8.0,2,1,25316.33633439524,New Egg
1040,nan,i7-6600U,15.6,Visit,0.0,512.0,https://www.newegg.com/p/1TS-000E-0FSR3,16.0,2,1,30011.4001277834,New Egg
1041,quadro p4000 8gb,Xeon E3-1535M,17.3,Visit,1000.0,512.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BU26,16.0,2,1,76906.8020170369,New Egg
1042,intel uhd graphics 6202, Quad-Core i5-8250U,17.3,Visit,0.0,4000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HU4,16.0,1,1,39585.64786332004,New Egg
1043,quadro p4000 8gb gpu, Intel Xeon E3-1535M,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BR59,16.0,2,1,70186.41658728522,New Egg
1044,nan, Intel Core i7-7500U,14.0,Visit,0.0,1000.0,https://www.newegg.com/p/1TS-000E-07F65,16.0,2,1,31299.87292880812,New Egg
1045,quadro p3000 6gbbe the , Intel Xeon E3-1505M,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BZ69,16.0,2,1,51921.69783026147,New Egg
1046,quadro p3000 6gb gpube , Intel Xeon E3-1505M,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BY73,64.0,2,1,67295.7302517482,New Egg
1047,quadro p4000 8gb gpu, Intel Xeon E3-1535M,17.3,Visit,0.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BR67,16.0,2,1,78840.06357902027,New Egg
1048,nan, Intel Core i7-7600U,14.0,Visit,0.0,180.0,https://www.newegg.com/p/1TS-000E-07F50,8.0,2,1,29458.67144120492,New Egg
1049,quadro p3000 6gb gpu, Intel Xeon E3-1535M,17.3,Visit,0.0,4000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNA4,16.0,2,1,85560.44900877195,New Egg
1050,quadro p4000 8gb gpu, Intel Xeon E3-1535M,17.3,Visit,0.0,500.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BR63,16.0,2,1,72101.26613439254,New Egg
1051,intel uhd graphics 6201, Quad-Core i5-8250U,17.3,Visit,0.0,4000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HS2,8.0,2,1,35903.24488811364,New Egg
1052,quadro p3000 6gb gpu,Xeon E3-1505M,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BUX5,32.0,2,1,62490.19436910385,New Egg
1053,intel hd graphics 6000 ,Intel Core i5,13.3,Visit,0.0,256.0,https://www.newegg.com/p/1XV-000E-00295,8.0,0,1,19884.05546537076,New Egg
1054,quadro p3000 6gb gpu,Xeon E3-1535M,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTK3,64.0,2,1,75949.37724348324,New Egg
1055,intel uhd graphics 6205, Quad-Core i5-8250U,17.3,Visit,0.0,1000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HG0,16.0,2,1,27617.83819389924,New Egg
1056,intel uhd graphics 6201, Quad-Core i5-8250U,17.3,Visit,0.0,2000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HK5,8.0,2,1,28538.43893770084,New Egg
1057,quadro p3000 6gb gpu,Xeon E3-1505M,17.3,Visit,0.0,500.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BT66,32.0,2,1,60575.344821996514,New Egg
1058,intel uhd graphics 6202, Quad-Core i5-8250U,17.3,Visit,0.0,620256.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03GW2,16.0,2,1,23935.43521869284,New Egg
1059,quadro p4000 8gb,Xeon E3-1535M,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTZ6,8.0,2,1,75949.37724348324,New Egg
1060,quadro p4000 8gb gpu, Intel Xeon E3-1535M,17.3,Visit,500.0,0.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNP9,64.0,2,1,75949.37724348324,New Egg
1061,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BYM8,32.0,2,1,63447.61914265751,New Egg
1062,nan, Intel Core i7-7500U,14.0,Visit,0.0,512.0,https://www.newegg.com/p/1TS-000E-07F54,16.0,2,1,30379.27218500652,New Egg
1063,quadro p3000 6gb, Intel Xeon E3-1535M,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BND7,8.0,2,1,62490.19436910385,New Egg
1064,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,0.0,4000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BSG8,32.0,2,1,80754.91312612759,New Egg
1065,quadro p3000 6gb gpube , Intel Xeon E3-1505M,17.3,Visit,0.0,500.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BZ10,8.0,2,1,46140.32515918743,New Egg
1066,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0DES7,16.0,2,1,58642.083260013154,New Egg
1067,quadro p3000 6gb gpu,Xeon E3-1505M,17.3,Visit,500.0,0.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BT74,64.0,2,1,62490.19436910385,New Egg
1068,quadro p3000 6gb, Intel Xeon E3-1535M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNE5,32.0,2,1,64405.04391621117,New Egg
1069,quadro p3000 6gbbe the , Intel Xeon E3-1505M,17.3,Visit,1000.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BZ95,16.0,2,1,73058.6909079462,New Egg
1070,nan, Intel Core i7-7500U,14.0,Visit,0.0,128.0,https://www.newegg.com/p/1TS-000E-07EP4,16.0,2,1,30379.27218500652,New Egg
1071,intel uhd graphics 6202, Quad-Core i5-8250U,17.3,Visit,0.0,2000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HM3,16.0,2,1,28538.43893770084,New Egg
1072,quadro p3000 6gb gpube , Intel Xeon E3-1505M,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BY59,32.0,2,1,57684.65848645949,New Egg
1073,quadro p3000 6gb gpu,Xeon E3-1535M,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BV72,64.0,2,1,79797.48835257393,New Egg
1074,nan,i7-6600U,15.6,Visit,0.0,512.0,https://www.newegg.com/p/1TS-000E-0FST9,16.0,2,1,30011.4001277834,New Egg
1075,nan, Intel Core i7-7500U,14.0,Visit,0.0,2000.0,https://www.newegg.com/p/1TS-000E-07T83,8.0,2,1,31300.24116910564,New Egg
1076,quadro p3000 6gbbe the ,-Intel Xeon E3-1505M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0DEK4,16.0,2,1,50945.86104183178,New Egg
1077,quadro m2200m 4gbbe the, Intel Xeon E3-1505M,15.6,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p51-thinkpad-workstation/p/1TS-000E-06XT2,8.0,2,1,44556.89187984868,New Egg
1078,geforce gt650m discrete,Core i7-3630Q,8.1,Visit,1000.0,0.0,https://www.newegg.com/p/1TS-000E-0D760,8.0,2,0,18411.83075588324,New Egg
1079,intel uhd graphics 6201, Quad-Core i5-8250U,17.3,Visit,2000.0,1000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HD5,32.0,1,1,30379.64042530404,New Egg
1080,nan, Intel Core i7-7500U,14.0,Visit,0.0,1000.0,https://www.newegg.com/p/1TS-000E-07T84,8.0,2,1,29459.03968150244,New Egg
1081,quadro p3000 6gb gpu, Intel Xeon E3-1505M,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BN10,64.0,2,1,60575.344821996514,New Egg
1082,quadro p3000 6gb gpu,Xeon E3-1535M,17.3,Visit,0.0,500.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BV76,64.0,2,1,81712.33789968125,New Egg
1083,quadro p4000 8gb gpu, Intel Xeon E3-1535M,17.3,Visit,0.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNR9,64.0,2,1,86536.28579720164,New Egg
1084,quadro m2200m 4gbbe the, Intel Xeon E3-1505M,15.6,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p51-thinkpad-workstation/p/1TS-000E-06ZW6,16.0,2,1,45569.552698030435,New Egg
1085,intel uhd graphics 6201, Quad-Core i5-8250U,17.3,Visit,2000.0,1000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HB7,16.0,2,1,28538.43893770084,New Egg
1086,quadro p1000 4gbbe the , Hexa-Core i7-8850H,15.6,Visit,1000.0,1000256.0,https://www.newegg.com/black-lenovo-p52-thinkpad/p/1TS-000E-0B2V3,64.0,2,1,60759.46497075684,New Egg
1087,quadro p3000 6gb gpu, Intel Xeon E3-1535M,17.3,Visit,0.0,500.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BPX9,16.0,2,1,62490.19436910385,New Egg
1088,intel uhd graphics 6202, Quad-Core i5-8250U,17.3,Visit,0.0,2000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03GX7,16.0,1,1,27617.83819389924,New Egg
1089,quadro p3000 6gb, Intel Xeon E3-1535M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNE7,32.0,2,1,66338.30547819452,New Egg
1090,nan, Intel Core i7-7500U,14.0,Visit,0.0,2000.0,https://www.newegg.com/p/1TS-000E-07T73,24.0,2,1,34062.04340051044,New Egg
1091,quadro p3000 6gb, Intel Xeon E3-1535M,17.3,Visit,1000.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNG3,8.0,2,1,83645.5994616646,New Egg
1092,quadro p3000 6gb gpu, Intel Xeon E3-1535M,17.3,Visit,0.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNC4,64.0,2,1,68253.15502530186,New Egg
1093,quadro p3000 6gb,Xeon E3-1535M,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BVE7,32.0,2,1,76906.8020170369,New Egg
1094,quadro p1000 4gbbe the , Hexa-Core i7-8850H,15.6,Visit,0.0,1000500.0,https://www.newegg.com/black-lenovo-p52-thinkpad/p/1TS-000E-0B2H5,8.0,2,1,52658.17842530276,New Egg
1095,intel uhd graphics 6202, Quad-Core i5-8250U,17.3,Visit,0.0,620256.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03GW3,16.0,2,1,23935.43521869284,New Egg
1096,quadro p3000 6gb gpu,Xeon E3-1505M,17.3,Visit,0.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BT42,8.0,2,1,61532.76959555018,New Egg
1097,nan,Core i7-4600U,8.1,Visit,0.0,500.0,https://www.newegg.com/black-lenovo-x-series-x240/p/1TS-000E-0CY67,8.0,2,1,23806.551114560614,New Egg
1098,quadro p4000 8gb, Intel Xeon E3-1535M,17.3,Visit,1000.0,512.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNX2,64.0,2,1,82688.17468811094,New Egg
1099,quadro p1000 4gbbe the , Hexa-Core i7-8850H,15.6,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p52-thinkpad/p/1TS-000E-0B2U1,64.0,2,1,60759.46497075684,New Egg
1100,quadro m2200m 4gb gpube, Intel Xeon E3-1505M,15.6,Visit,0.0,4000.0,https://www.newegg.com/black-lenovo-p51-thinkpad-workstation/p/1TS-000E-06YG3,64.0,2,1,66835.42987984739,New Egg
1101,geforce gtx 1050 ti 4gb, Intelligence StoreDell XPS 15,15.6,Visit,0.0,2000.0,https://www.newegg.com/p/1TS-000A-03VB7,32.0,2,1,51535.22963801357,New Egg
1102,quadro p3000 6gb,Xeon E3-1535M,17.3,Visit,1000.0,512.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTP5,8.0,2,1,65380.88070464087,New Egg
1103,intel hd graphics 520ul,Intel i7-6600U,14.0,Visit,0.0,512.0,https://www.newegg.com/p/1TS-000E-059S9,16.0,2,1,29459.03968150244,New Egg
1104,intel i7,Intel i7-7700H,17.3,Visit,0.0,4000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BKN4,64.0,2,1,74991.95246992957,New Egg
1105,quadro p4000 8gb gpu,Xeon E3-1535M,17.3,Visit,0.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTY2,64.0,2,1,81712.33789968125,New Egg
1106,quadro p3000 6gb gpu, Intel Xeon E3-1505M,17.3,Visit,0.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BPR3,32.0,2,1,67295.7302517482,New Egg
1107,quadro m520m,Core i7-7600U,15.6,Visit,0.0,256.0,https://www.newegg.com/black-lenovo-p51s-thinkpad-workstation/p/1TS-000E-0CZW9,32.0,2,1,48607.535152575714,New Egg
1108,geforce gt650m discrete,Core i7-3630Q,8.1,Visit,0.0,500.0,https://www.newegg.com/p/1TS-000E-0D768,8.0,2,0,20253.03224348644,New Egg
1109,quadro p3000 6gb gpu, Intel Xeon E3-1505M,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BPN1,16.0,2,1,52879.122603815136,New Egg
1110,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BYK2,64.0,2,1,71143.84136083888,New Egg
1111,quadro p3000 6gb gpube , Intel Xeon E3-1505M,17.3,Visit,0.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BZ41,32.0,2,1,58642.083260013154,New Egg
1112,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,1000.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BSR8,64.0,2,1,86536.28579720164,New Egg
1113,quadro p4000 8gb gpu, Intel Xeon E3-1535M,17.3,Visit,0.0,4000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNM0,8.0,2,1,93256.67122695332,New Egg
1114,intel uhd graphics 6202, Quad-Core i5-8250U,17.3,Visit,0.0,2000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HK9,8.0,2,1,30379.64042530404,New Egg
1115,quadro p3000 6gbbe the , Intel Xeon E3-1505M,17.3,Visit,1000.0,500.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BZ67,16.0,2,1,49988.436268278114,New Egg
1116,nan, Quad Core i7-8665U,14.0,Visit,0.0,2000.0,https://www.newegg.com/p/1TS-000E-0FX54,16.0,2,1,40506.24860712163,New Egg
1117,quadro p3000 6gb gpu, Intel Xeon E3-1535M,17.3,Visit,500.0,0.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNA6,32.0,2,1,60575.344821996514,New Egg
1118,intel hd graphics 520ul,Intel i7-6600U,14.0,Visit,0.0,512.0,https://www.newegg.com/p/1TS-000E-059T6,16.0,2,1,29459.03968150244,New Egg
1119,quadro p3000 6gb,-Intel Xeon E3-1505M,17.3,Visit,1000.0,256.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BN54,16.0,2,1,53836.547377368806,New Egg
1120,quadro p3000 6gb, Intel Xeon E3-1505M,17.3,Visit,1000.0,512.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BN48,8.0,2,1,53836.547377368806,New Egg
1121,quadro p3000 6gb gpu, Intel Xeon E3-1505M,17.3,Visit,0.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BMX6,8.0,2,1,57684.65848645949,New Egg
1122,quadro m2200m 4gbbe the, Intel Xeon E3-1505M,15.6,Visit,1000.0,512.0,https://www.newegg.com/black-lenovo-p51-thinkpad-workstation/p/1TS-000E-06Y29,8.0,2,1,44556.89187984868,New Egg
1123,quadro p3000 6gbbe the , Intel Xeon E3-1505M,17.3,Visit,1000.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0DEN4,64.0,2,1,70186.41658728522,New Egg
1124,geforce gt650m discrete,Core i7-3630Q,8.1,Visit,0.0,1000.0,https://www.newegg.com/p/1TS-000E-0D786,16.0,2,0,18411.83075588324,New Egg
1125,nan, Intel Core i7-7600U,14.0,Visit,0.0,180.0,https://www.newegg.com/p/1TS-000E-06V93,16.0,2,1,29090.43114368428,New Egg
1126,quadro p3000 6gb gpu,Xeon E3-1505M,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BYV5,32.0,2,1,66338.30547819452,New Egg
1127,quadro p1000 4gbbe the , Hexa-Core i7-8850H,15.6,Visit,1000.0,0.0,https://www.newegg.com/black-lenovo-p52-thinkpad/p/1TS-000E-0B2K9,16.0,2,1,52658.17842530276,New Egg
1128,nan, Intel Core i7-7600U,14.0,Visit,0.0,180.0,https://www.newegg.com/p/1TS-000E-07FH8,16.0,2,1,32772.83411889068,New Egg
1129,quadro p3000 6gb gpu, Intel Xeon E3-1535M,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BNC2,64.0,2,1,68253.15502530186,New Egg
1130,intel i7,Intel i7-7700H,17.3,Visit,0.0,2000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BKJ4,16.0,2,1,47097.74993274109,New Egg
1131,intel uhd graphics 6202, Quad-Core i5-8250U,17.3,Visit,0.0,1000.0,https://www.newegg.com/silver-17-3-hp-laptop-everyday-value/p/1TS-000D-03HH1,32.0,2,1,28538.43893770084,New Egg
1132,quadro p3000 6gb gpube , Intel Xeon E3-1505M,17.3,Visit,0.0,1000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BZ47,64.0,2,1,55751.39692447613,New Egg
1133,quadro p3000 6gb gpu,Xeon E3-1535M,17.3,Visit,0.0,4000.0,https://www.newegg.com/black-lenovo-p71-thinkpad-workstation/p/1TS-000E-0BTF6,8.0,2,1,87493.7105707553,New Egg
